First,Last,birthyear,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Chris,Indich,1987,1.31,30%,4.32,43%,0.75,50%,50%,1.5
Brad,Imes,1977,2.73,31%,4.24,49%,1.72,71%,0%,1
Nassourdine,Imavov,1995,4.55,53%,3.76,58%,1.09,31%,72%,1.7
Masakazu,Imanari,1976,0.55,30%,1.74,57%,0,0%,0%,2.1
Yusuke,Imamura,,0.18,50%,1.83,52%,2.75,50%,0%,0
Zelim,Imadaev,1995,2.91,36%,4.35,43%,0.38,50%,60%,0
Mikhail,Iloukhine,1966,0.16,20%,2.95,26%,0,0%,0%,7
Seichi,Ikemoto,1975,2.59,32%,3.74,57%,1.23,26%,60%,0
Fabiano,Iha,1970,1.73,47%,2.49,42%,2.88,40%,50%,2.9
Sergey,Ignatov,,0.35,50%,3.25,42%,0,0%,0%,0
Valeri,Ignatov,,0,0%,0,0%,0,0%,0%,0
Dan,Ige,1991,3.76,45%,3.53,57%,1.07,26%,58%,0.3
Minoki,Ichihara,,0,0%,0,0%,0,0%,0%,0
Khadis,Ibragimov,1995,3.55,49%,4.26,47%,0.97,30%,80%,0.3
Al,Iaquinta,1987,4.06,40%,4.53,61%,0.63,18%,74%,0.2
Young,Hwang,1988,0,0%,0,0%,0,0%,0%,0
Solomon,Hutcherson,1972,2.59,39%,2.59,64%,3.53,100%,0%,0
Joe,Hurley,1978,1.12,45%,3.35,56%,0,0%,20%,0
Adam,Hunter,1983,0,0%,0,0%,0,0%,0%,0
Alex,Hunter,,0,0%,0,0%,0,0%,0%,0
Mark,Hunt,1974,2.81,43%,2.9,51%,0.51,55%,64%,0.2
Harry,Hunsucker,1989,3.54,52%,6.53,42%,0,0%,0%,2
Abongo,Humphrey,,1.45,40%,3.83,46%,1.41,37%,33%,3.8
Bryan,Humes,,0,0%,0,0%,0,0%,0%,0
David,Hulett,1980,0,0%,0,0%,0,0%,0%,0
Victor,Hugo,1992,1.24,34%,1.1,65%,2.06,50%,66%,4.1
Sam,Hughes,1992,3.79,46%,4.23,54%,1.12,41%,57%,0
Jeff,Hughes,1988,3.95,51%,3.67,60%,0.71,50%,45%,0
Mark,Hughes,1973,0.9,47%,0.4,42%,3,50%,0%,4.5
Matt,Hughes,1973,2.14,53%,1.36,53%,2.95,50%,35%,1.2
Casey,Huffman,,0,0%,0,0%,0,0%,0%,0
Roger,Huerta,1983,3.64,36%,2.33,56%,2.13,46%,52%,0.5
Alex,Huddleston,1986,2.47,42%,2.59,67%,0,0%,0%,0.9
Collin,Huckbody,1994,2.05,60%,2.73,42%,10.23,100%,0%,20.4
Austin,Hubbard,1991,3.83,46%,3.37,56%,1.55,52%,63%,0
Yuele,Huang,2000,0,0%,0,0%,0,0%,0%,0
Brady,Huang,1992,4.62,37%,10.77,30%,0,0%,0%,0
Carlos,Huachin,1996,2.1,21%,4.8,50%,0,0%,66%,0
Hu,Yaozong,1995,3.35,48%,5.09,35%,0,0%,33%,0.4
Shane,Howell,1983,1.27,32%,2.55,42%,0,0%,20%,0
John,Howard,1983,2.15,50%,3.08,51%,2.7,49%,53%,0.4
Harold,Howard,,0,0%,0,0%,0,0%,0%,0
Brian,Houston,1981,1.9,35%,3.67,53%,0.95,100%,87%,0
Jamie,Houston,,0,0%,0,0%,0,0%,0%,0
Trey,Houston,,0,0%,0,0%,0,0%,0%,0
Jeff,Hougland,1978,1.86,48%,3.46,47%,0.86,18%,0%,1.1
Saeed,Hosseini,,0,0%,0,0%,0,0%,0%,0
John,Hosman,1980,1.11,38%,1.52,45%,0,0%,46%,0
Matt,Horwich,1978,1.11,62%,2.16,38%,0.33,9%,28%,2.7
Jamey-Lyn,Horth,1990,5.07,73%,4.2,58%,0,0%,75%,0
Chris,Horodecki,1987,4.59,41%,3.16,65%,1.52,55%,37%,0.9
Matt,Horning,,0,0%,0,0%,0,0%,0%,0
Jeremy,Horn,1975,1.19,39%,1.99,55%,1.83,38%,29%,1.1
Yuma,Horiuchi,1997,3.73,30%,5,35%,2,16%,0%,2
Kyoji,Horiguchi,1990,3.6,45%,2.45,62%,2,44%,55%,0
Yoshinori,Horie,1995,2.76,49%,5.65,48%,0,0%,0%,0
Moti,Horenstein,,0,0%,0,0%,0,0%,0%,0
Darrell,Horcher,1987,2.05,44%,4.21,39%,0.35,50%,47%,0.7
Chase,Hooper,1999,4.86,51%,3.59,36%,1.42,22%,55%,2.2
Dan,Hooker,1990,5.08,48%,4.76,51%,0.79,34%,80%,0.4
Lorenzo,Hood,1989,2.64,61%,4.66,11%,0,0%,100%,0
David,Hood,,0,0%,0,0%,0,0%,0%,0
Satoshi,Honma,1968,0,0%,0,0%,0,0%,0%,0
SeongChan,Hong,1989,6.57,55%,8.76,47%,0,0%,0%,0
JunYoung,Hong,1990,3.53,39%,3.27,54%,0,0%,40%,0
Chris,Honeycutt,1988,2.99,44%,1.41,66%,3.4,45%,75%,0
Barb,Honchak,1979,4.04,30%,4.67,66%,0,0%,0%,1.3
Mark,Hominick,1982,4.08,42%,4.18,69%,0.25,66%,71%,0.9
Sabah,Homasi,1988,4.98,48%,6.91,47%,2.8,50%,66%,0
Scott,Holtzman,1983,4.32,47%,3.66,55%,1.88,56%,67%,0.2
Mark,Holst,1985,0.25,19%,1.67,47%,0.76,100%,60%,2.3
Ben,Holscher,,0,0%,0,0%,0,0%,0%,0
Paddy,Holohan,1988,2.13,46%,2.81,46%,2.88,47%,71%,1.3
Kurt,Holobaugh,1986,4.89,44%,4.44,48%,0.87,36%,50%,1.1
Joseph,Holmes,1995,2.88,53%,3.08,54%,1.49,40%,50%,0.8
Rex,Holman,,2.75,34%,7.25,40%,0,0%,100%,0
Holly,Holm,1981,3.21,40%,2.79,56%,0.9,30%,78%,0.1
Jeremie,Holloway,1984,0.81,50%,0.51,79%,0,0%,0%,0
Gabrielle,Holloway,1990,0.7,42%,3.07,34%,3,35%,16%,1
Max,Holloway,1991,7.17,47%,4.75,59%,0.27,53%,84%,0.3
Roger,Hollett,1978,1.83,47%,6.47,34%,1,28%,30%,0
Kevin,Holland,1992,4.39,49%,3.22,51%,0.78,38%,53%,0.5
Chris,Holdsworth,1987,1.85,29%,1.94,58%,3.38,62%,100%,2
Sean,Holden,1984,2.4,59%,0.6,59%,5,83%,0%,2
Andrew,Holbrook,1986,2.2,49%,3,54%,0.85,18%,10%,2.1
Sam,Hoger,1980,1.07,25%,2.25,57%,1.12,38%,29%,1.3
Chris,Hofmann,1989,4.78,45%,4.63,35%,3.42,42%,0%,0
Bobby,Hoffman,1968,2.02,70%,1.32,19%,1.17,50%,0%,1.2
Matt,Hobar,1987,3.23,42%,4.27,52%,3.66,44%,50%,0
Kwan,Kwak,1989,3.29,41%,3.45,47%,0.78,100%,26%,0
Yuji,Hisamatsu,1971,0,0%,0,0%,0,0%,0%,0
Mizuto,Hirota,1981,3.36,40%,3.5,54%,1.36,50%,58%,0.1
Kuniyoshi,Hironaka,1976,1.98,40%,3.01,54%,1.91,30%,25%,0.6
Alan,Hiro,1986,0,0%,0,0%,0,0%,0%,0
Hatsu,Hioki,1983,2.42,42%,2.12,65%,2.55,56%,54%,0.6
Branden Lee,Hinkle,1973,2.61,69%,3.91,26%,4.34,57%,66%,4.3
Kailan,Hill,1994,2.6,53%,4.8,37%,3,42%,0%,0
Jamahal,Hill,1991,7.31,54%,3.35,47%,0,0%,73%,0
Tyler,Hill,1991,3.64,39%,5.33,47%,0,0%,0%,0
Angela,Hill,1985,5.44,50%,4.94,61%,0.73,34%,75%,0.1
Isaiah,Hill,,4.84,50%,0.97,80%,0,0%,66%,14.5
Corey,Hill,1978,3.57,46%,1.61,70%,3.02,80%,100%,0
Alex,Higley,,0.29,100%,1.74,60%,0,0%,0%,0
Richie,Hightower,1974,4.62,35%,6.92,21%,3.46,100%,100%,0
Jason,High,1981,1.28,42%,1.56,48%,2.36,63%,37%,2.8
Lee,Higgins,1980,1.02,26%,3.68,40%,0,0%,0%,0
Brady,Hiestand,1999,2.93,52%,3.65,53%,4.06,46%,42%,0.3
Jay,Hieron,1976,1.66,32%,1.89,61%,4.05,60%,66%,1
Marcus,Hicks,1975,1.42,43%,3.06,61%,2.7,53%,25%,4
Conor,Heun,1979,2.92,36%,3.66,54%,2.45,31%,33%,0.3
Jimy,Hettes,1987,3.47,57%,3.5,57%,5.2,44%,61%,1.4
Brandon,Hester,,3.53,53%,0.4,68%,4,80%,0%,0
Clint,Hester,1986,3.36,42%,3.44,56%,1.02,35%,60%,0
Jon,Hess,,0,0%,0,0%,0,0%,0%,0
Heath,Herring,1978,2.37,50%,1.77,54%,1.22,50%,32%,0.7
Felice,Herrig,1984,3.84,37%,5.19,48%,1.08,28%,75%,0.8
Alvaro,Mendoza,1990,1.89,38%,3.4,55%,0,0%,33%,1.1
Geane,Herrera,1990,1.51,31%,5.07,52%,0.83,37%,38%,0.6
Chris,Herrera,,2.04,37%,3.35,48%,1.8,100%,100%,0
Paul,Herrera,,0,0%,0,0%,0,0%,0%,0
Carlos,Hernandez,1993,5.51,46%,4.41,49%,1.24,16%,65%,0.3
Nohelin,Hernandez,1994,1.32,34%,2.63,52%,0.71,50%,37%,0
Anthony,Hernandez,1993,4.33,62%,3.36,46%,6.79,57%,63%,2.9
Alexander,Hernandez,1992,4.63,41%,4.9,56%,1.2,31%,60%,0.1
Ramiro,Hernandez,1986,2.72,28%,5.51,64%,0,0%,0%,0
Joe,Hernandez,,0,0%,0,0%,0,0%,0%,0
Noe,Hernandez,,0,0%,0,0%,0,0%,0%,0
Jack,Hermansson,1988,5.13,44%,3.69,55%,1.66,29%,75%,0.4
Dave,Herman,1984,4.98,60%,3.78,48%,1.49,100%,58%,0
Ed,Herman,1980,3.31,48%,3.71,42%,1.96,47%,59%,1
Jai,Herbert,1988,2.69,41%,3.15,45%,0.2,10%,57%,0
TJ,Hepburn,,0.73,37%,0.13,81%,2,40%,60%,0
Victor,Henry,1987,8.26,54%,5.95,47%,0,0%,78%,0.6
Danny,Henry,1988,5.2,51%,4.16,45%,0.74,33%,50%,2.2
Diego,Silva,1986,2.53,57%,3.27,30%,0,0%,63%,0
Jose,Henrique,2002,3.45,43%,5.79,38%,0,0%,0%,0
Luis,Henrique,1993,1.81,43%,2.22,47%,3.09,36%,50%,1
Cory,Hendricks,1988,3.13,39%,4.07,42%,0,0%,100%,0
Johny,Hendricks,1983,3.49,45%,3.99,53%,3.83,46%,63%,0.3
Josh,Hendricks,1976,0.98,20%,11.8,29%,0,0%,0%,0
Ron,Henderson,,2.53,25%,3.6,48%,1,20%,0%,0
Benson,Henderson,1983,2.93,45%,1.79,63%,2.4,45%,63%,0.8
Dan,Henderson,1970,2.44,47%,2.7,51%,1.52,52%,57%,0.3
Elisha,Helsper,1983,0,0%,0,0%,0,0%,0%,0
Matt,Helm,,0,0%,0,0%,0,0%,0%,0
Delson,Heleno,1977,0.69,75%,4.83,19%,0,0%,0%,0
Marcin,Held,1992,1.41,34%,2.02,47%,2.46,46%,37%,1.3
Ian,Heinisch,1988,3.25,50%,2.98,59%,1.02,17%,59%,0.7
Nick,Hein,1984,2.65,35%,3.61,59%,0.86,33%,83%,0
Jake,Hecht,1984,3.26,47%,2.76,56%,2.04,37%,40%,0
Chris,Heatherly,1987,1.08,45%,2.67,52%,3.39,50%,100%,0.7
David,Heath,1976,1.48,30%,5.16,49%,0.33,50%,57%,1
Spencer,Hearns,,0,0%,0,0%,0,0%,0%,0
Ryan,Healy,1983,1.67,35%,3,38%,3,50%,40%,1
Pat,Healy,1983,2.57,36%,2.57,50%,3.08,37%,55%,1.1
James,Head,1984,2.75,48%,3.11,49%,0.41,100%,66%,0.8
Dustin,Hazelett,1986,2.24,40%,3.51,46%,0.55,50%,25%,4.1
Josh,Haynes,1977,1.25,22%,4.03,52%,0.94,18%,42%,0
Gerric,Hayes,,0,0%,0,0%,0,0%,0%,0
Ryan,Hayes,,0,0%,0,0%,0,0%,0%,0
Mike,Hayes,,4.87,55%,1.47,77%,0,0%,75%,4
Tommy,Hayden,1986,1.48,27%,2.05,55%,3.42,33%,66%,0
Del,Hawkins,,1.15,27%,2.01,46%,0,0%,0%,0
Chris,Hawk,,0,0%,0,0%,0,0%,0%,0
Justin,Hawes,1979,0,0%,3.41,37%,0,0%,0%,0
Phil,Hawes,1989,5.55,59%,3.7,55%,2.28,36%,100%,0.2
John,Hathaway,1987,3.4,40%,1.8,62%,2.61,43%,60%,0.9
Daiki,Hata,1982,1.44,39%,1.42,55%,0.67,100%,35%,0.7
Ahmad,Hassanzada,1996,2.59,34%,4.42,40%,2.5,22%,0%,0
Hayder,Hassan,1982,2.11,46%,3.16,48%,0,0%,25%,0
Justin,Haskins,1979,1.51,33%,2.65,54%,1.62,40%,52%,0.8
Tomohiko,Hashimoto,,0,0%,11.67,30%,0,0%,0%,0
Takayo,Hashi,1977,2.84,26%,6.56,61%,0,0%,0%,0
Chris,Haseman,1969,0.93,70%,4.67,28%,0,0%,40%,2
Hidehiko,Hasegawa,1978,0,0%,0,0%,0,0%,0%,0
Clay,Harvison,1980,3.29,48%,3.91,58%,0.66,100%,68%,1.3
Luke,Hartwig,,0,0%,0,0%,0,0%,0%,0
Dale,Hartt,1979,1.14,35%,1.55,66%,1.22,100%,25%,2.5
Collin,Hart,1989,6.33,44%,7.53,51%,2,16%,50%,0
Carlston,Harris,1987,2.93,49%,2.44,53%,2.05,29%,55%,0.8
Trevor,Harris,,1.73,50%,0.43,75%,0,0%,50%,6.5
Dhafir,Harris,1977,0,0%,0,0%,0,0%,0%,0
Walt,Harris,1983,3.05,39%,3.33,54%,0.29,28%,70%,0.1
Phil,Harris,1983,2.34,26%,3.16,68%,1.76,21%,60%,0
Gerald,Harris,1979,1.41,29%,1.58,62%,2.96,54%,72%,0
Gerry,Harris,,0,0%,0,0%,0,0%,0%,0
Josiah,Harrell,1998,0,0%,0,0%,0,0%,0%,0
Scott,Harper,1972,1.3,54%,4.98,47%,3.25,100%,0%,0
Baru,Harn,,0,0%,0,0%,0,0%,0%,0
Tobias,Harila,1994,0,0%,0,0%,0,0%,0%,0
Greg,Hardy,1988,4.79,50%,3.31,55%,0.2,33%,64%,0
Veronica,Hardy,1995,3.35,46%,4.38,45%,1.34,40%,55%,0.5
Dan,Hardy,1982,2.46,35%,3.44,51%,0.73,35%,35%,0.4
George,Hardwick,1996,3.6,38%,4.6,71%,0,0%,83%,0
Antoni,Hardonk,1976,3.4,61%,3.07,46%,0,0%,40%,0.9
Janay,Harding,,0,0%,0,0%,0,0%,0%,0
Shin,Haraguchi,1998,2.99,70%,0.65,39%,14.01,80%,0%,0
Nasrat,Haqparast,1995,5.73,44%,5.26,64%,0.32,20%,78%,0
Kay,Hansen,1999,3.01,50%,3.19,51%,1.83,22%,37%,0.8
Joachim,Hansen,1979,2.01,43%,2.04,58%,2.21,58%,34%,1.9
Chad,Hanekom,1990,0.73,47%,1.47,33%,0,0%,71%,1
Dean,Hancock,,7.97,63%,1.94,67%,1.71,33%,75%,1.7
James,Hammortree,1983,1.93,30%,4.13,44%,2,50%,100%,1
Jared,Hamman,1982,5.15,42%,3.93,55%,1.57,46%,30%,0
CJ,Hamilton,1986,2.47,31%,3.93,58%,0,0%,62%,0
Anthony,Hamilton,1980,3.91,65%,3.02,45%,2.62,42%,78%,0
Jeremy,Hamilton,1984,0,0%,0,0%,0,0%,0%,0
Matt,Hamill,1976,3.69,42%,3.8,61%,3,34%,91%,0
Rami,Hamed,1991,0,0%,0,0%,0,0%,0%,0
Kazuhiro,Hamanaka,1978,1.7,37%,0.91,60%,0,0%,50%,0
Frank,Hamaker,,0,0%,0,0%,0,0%,0%,0
Seo Hee,Ham,1987,4.2,39%,5.15,61%,0,0%,66%,0.2
John,Halverson,1972,2.94,43%,5.29,47%,0,0%,66%,2
Brandon,Halsey,1986,1.74,47%,0.87,65%,4.98,53%,100%,1.2
Tony,Halme,1963,0,0%,0,0%,0,0%,0%,0
Piotr,Hallmann,1987,3.98,45%,3.17,58%,2.55,44%,70%,0.4
Dennis,Hallman,1975,1.12,44%,1.96,43%,1.79,30%,25%,2.1
Ryan,Hall,1985,2.38,50%,1.33,65%,0.22,9%,0%,2.2
Uriah,Hall,1984,3.23,48%,3.85,54%,0.54,38%,64%,0.1
Mark,Hall,,0,0%,0,0%,0,0%,0%,0
Kevin,Haley,,0.87,59%,0.87,64%,3,100%,0%,2
Stoney,Hale,1979,0,0%,0,0%,0,0%,0%,0
Yazan,Hajeh,1992,1.54,25%,17.44,44%,0,0%,100%,0
Tim,Hague,1983,2.79,47%,4.14,46%,1.72,33%,85%,0.9
Bassil,Hafez,1992,2.13,25%,5.53,39%,3,15%,50%,0
Damir,Hadzovic,1986,3.36,48%,3.26,62%,0.78,55%,34%,0.2
Steve,Hadsel,,0,0%,0,0%,0,0%,0%,0
Jake,Hadley,1996,3.42,44%,3.2,60%,0.32,25%,35%,2.2
Keith,Hackney,,0,0%,0,0%,0,0%,0%,0
Chelsea,Hackett,1998,2.58,51%,4.85,46%,0,0%,57%,0
Mike,Guymon,1974,2.75,65%,0.79,66%,1.87,37%,54%,1.2
Mando,Gutierrez,1997,0.8,75%,1.33,50%,1,100%,40%,1
Chris,Gutierrez,1991,5.04,57%,2.73,65%,0.34,37%,71%,0.1
Horacio,Gutierrez,1990,0.86,26%,2.91,46%,0,0%,50%,0
Justin,Guthrie,1981,0.16,33%,3.74,14%,2.44,25%,0%,4.9
Alexander,Gustafsson,1987,4.03,40%,3.53,51%,1.53,39%,83%,0.4
Andre,Gusmao,1977,2.79,43%,3.28,60%,0,0%,60%,0
Gugun,Gusman,1990,0.88,27%,6.18,41%,0,0%,33%,0
Bogdan,Guskov,1992,2.12,32%,6.9,43%,0,0%,0%,0
Fabio,Gurgel,,0,0%,0,0%,0,0%,0%,0
Jorge,Gurgel,1977,3.37,32%,3.62,62%,0.81,23%,60%,0.5
John,Gunther,1985,1.65,37%,3.72,46%,7.08,42%,0%,0
John,Gunderson,1979,1.04,27%,1.71,58%,1.67,33%,11%,2
Brad,Gumm,,0,0%,0,0%,0,0%,0%,0
Leonardo,Guimaraes,1982,2.35,56%,2.99,44%,0,0%,52%,1
Marcelo,Guimaraes,1983,4.67,51%,4.41,62%,1.99,13%,0%,0
Chris,Guillen,1972,0.82,27%,1.91,36%,0,0%,0%,0
Melvin,Guillard,1983,2.96,40%,1.85,66%,1.3,63%,61%,0.2
Jason,Guida,1977,1.87,40%,3.33,52%,1,14%,50%,1
Clay,Guida,1981,2.63,33%,3.01,61%,3.16,36%,69%,0.6
Shannon,Gugerty,1981,1.25,39%,1.88,58%,2.13,27%,50%,3.4
Rainn,Guerrero,1992,0.65,33%,0.87,50%,3.27,100%,0%,0
Fabricio,Guerreiro,1990,1.87,31%,2.2,67%,2,50%,0%,0
Nandor,Guelmino,1975,3.62,56%,3.16,33%,0,0%,42%,0
Wang,Guan,1986,4.73,43%,3.27,60%,0,0%,0%,0
Mike,Grundy,1987,2.09,45%,4.45,56%,4.06,28%,50%,0.4
Vik,Grujic,1977,2.24,48%,3.39,41%,1.18,33%,26%,0.4
Chris,Gruetzemacher,1986,6.18,57%,4.96,52%,0.21,50%,65%,0
Neil,Grove,1971,0,0%,0,0%,0,0%,100%,14.3
Kendall,Grove,1982,2.31,41%,2.4,54%,0.49,45%,56%,1.7
Garrett,Gross,1988,2.39,45%,1.67,46%,0,0%,52%,0
Josh,Grispi,1988,1.44,41%,3.71,50%,1.97,36%,16%,2.2
Maxim,Grishin,1984,3.26,52%,2.27,58%,0.21,16%,66%,0
Rodrigo,Sousa,,0.48,23%,4.81,52%,0,0%,0%,9.6
Chuck,Grigsby,,0.71,16%,3.29,46%,0,0%,66%,0
Charalampos,Grigoriou,1992,13,65%,4,63%,0,0%,0%,0
Chad,Griggs,1978,2.67,50%,2.22,46%,1.51,66%,41%,0
Jordan,Griffin,1990,2.52,46%,3.02,50%,1.45,35%,42%,1.9
Max,Griffin,1985,4.09,49%,3.94,57%,1.48,41%,69%,0.3
Tyson,Griffin,1984,3.71,41%,2.3,65%,1.87,46%,59%,0.9
Forrest,Griffin,1979,4.38,36%,2.81,61%,1.05,48%,57%,0.7
Matt,Grice,1981,4.09,53%,2.69,56%,2.19,37%,82%,0.5
Maurice,Greene,1986,3.28,45%,3.61,45%,0,0%,27%,0.4
Gabe,Green,1993,6.28,45%,6.95,47%,0.83,50%,53%,0.3
Desmond,Green,1989,3.7,46%,2.51,69%,1.62,50%,75%,0
Bobby,Green,1986,6.15,52%,3.66,62%,1.21,37%,74%,0.3
Sam,Greco,1967,2.4,75%,1.33,53%,0,0%,25%,1
Kevin,Gray,1985,3.45,62%,4.48,66%,0,0%,0%,0
James,Gray,1987,2.61,50%,18.26,44%,0,0%,0%,0
Shelton,Graves,1985,2.19,69%,0.81,33%,4.86,57%,0%,0
Michael,Graves,1991,1.25,54%,1.47,58%,4.8,52%,66%,0.4
Tony,Gravely,1991,3.82,48%,4.47,44%,5.4,41%,52%,0.3
Alexa,Grasso,1993,4.67,43%,3.95,58%,0.41,45%,59%,0.6
Dwight,Grant,1984,3.29,36%,2.66,60%,0.61,100%,66%,0
Davey,Grant,1985,4.77,42%,3.82,55%,1.26,41%,61%,0.2
TJ,Grant,1984,3.95,54%,3.21,56%,1.63,43%,36%,0.6
Miranda,Granger,1992,2.79,47%,2.57,57%,0,0%,33%,0
Scott,Graham,,0.91,42%,2.27,28%,0,0%,0%,0
Steven,Graham,,0,0%,0,0%,0,0%,0%,0
Bogdan,Grad,1995,1.45,50%,9.4,45%,0,0%,0%,0
Kron,Gracie,1988,3.74,44%,6.82,53%,0.47,25%,0%,0.5
Neiman,Gracie,,0.77,100%,0.38,75%,5.77,100%,0%,5.8
Igor,Gracie,1980,1.86,60%,0.99,50%,3.72,50%,0%,3.7
Roger,Gracie,1981,1.78,35%,1.79,61%,1.87,53%,60%,1.9
Cesar,Gracie,,0,0%,17.14,50%,0,0%,0%,0
Rolles,Gracie,1978,2.3,32%,3.38,55%,2.3,10%,0%,0
Ralek,Gracie,1985,1.61,46%,1.05,55%,2.5,75%,0%,1.7
Ryan,Gracie,1974,0.82,61%,0.5,40%,2.83,75%,25%,0.9
Royler,Gracie,1965,0,0%,0,0%,0,0%,0%,0
Rodrigo,Gracie,1975,1.34,51%,0.86,46%,1.49,50%,75%,0.4
Rickson,Gracie,1958,0,0%,0,0%,0,0%,0%,0
Renzo,Gracie,1967,1.71,41%,1.67,55%,1.13,20%,40%,0.8
Ralph,Gracie,,0.86,37%,1.72,31%,0,0%,25%,4
Daniel,Gracie,,1.9,38%,1.33,59%,0.36,100%,80%,2.1
Crosley,Gracie,1979,1.69,37%,1.54,60%,3.46,85%,50%,0.6
Royce,Gracie,1966,0.88,41%,1.13,37%,0,0%,66%,0.8
Damian,Grabowski,1980,4,36%,7.65,51%,0,0%,0%,0
Justin,Governale,,0,0%,0,0%,0,0%,0%,0
Hugo,Govea,,0,0%,0,0%,0,0%,0%,0
Todd,Gouwenberg,1974,0.52,23%,2.93,42%,1.57,33%,50%,0
Wilson,Gouveia,1978,3.02,39%,4.06,56%,0.9,66%,57%,2.2
Thibault,Gouti,1987,3.68,34%,5.64,50%,1.23,80%,83%,0.3
Jonathan,Goulet,1979,1.61,41%,2.01,46%,4.17,70%,45%,0.6
Chase,Gormley,,3.6,42%,6.03,44%,3.12,42%,0%,1
Tim,Gorman,1983,2.73,31%,5.57,46%,1,9%,33%,0
Themba,Gorimbo,1991,1.8,59%,1.71,42%,3.47,50%,66%,0
Alex,Gorgees,1995,0.67,32%,2.27,38%,0,0%,54%,0
Tresean,Gore,1994,3.04,53%,6.13,47%,3.04,71%,81%,1.2
Malcolm,Gordon,1990,1.93,42%,2.26,42%,1.61,30%,9%,0.8
Tebaris,Gordon,1988,3.53,16%,49.41,22%,0,0%,0%,0
Jared,Gordon,1988,5.39,57%,3.4,57%,1.95,40%,62%,0
Eddie,Gordon,1983,2.03,32%,2.57,60%,1.93,83%,63%,0
Gerard,Gordeau,1959,0,0%,0,0%,0,0%,0%,0
Jordan,Goodwin,,0,0%,0,0%,0,0%,0%,0
Gary,Goodridge,1966,1.84,56%,2.14,48%,0.4,100%,53%,0.8
Jared,Gooden,1993,4.73,47%,6.76,48%,0.49,100%,68%,0
Lyman,Good,1985,5.34,48%,4.01,63%,0.27,100%,75%,0
Kier,Gooch,1986,0,0%,0,0%,0,0%,0%,0
Jennifer,Gonzalez,1986,0,0%,0,0%,0,0%,0%,0
Erick,Gonzalez,1992,2.4,36%,8.08,40%,6,55%,50%,0
Mikey,Gonzalez,1985,0.91,16%,14.55,11%,0,0%,0%,0
Jorge,Gonzalez,1984,0,0%,0,0%,0,0%,0%,0
Pearl,Gonzalez,1986,2.23,37%,4.07,57%,1.04,11%,0%,0.5
Jason,Gonzalez,1990,3.06,39%,3.13,58%,0,0%,30%,1
Lewis,Gonzalez,1987,1.4,37%,1.87,41%,2,33%,62%,0
Fabian,Gonzalez,,3.9,48%,4.39,51%,0,0%,66%,0
Nick,Gonzalez,1981,0.59,20%,2.35,33%,0,0%,50%,0
Fernando,Gonzalez,1983,4.47,47%,4.03,65%,0.86,33%,43%,1.4
Justin,Gonzales,1991,6.67,80%,0.87,43%,14,73%,100%,0
Gabriel,Gonzaga,1979,2.12,45%,2.94,57%,2.8,39%,66%,1.1
Akihiro,Gono,1974,2.18,48%,2.67,63%,1.01,84%,46%,0.5
William,Gomis,1997,2.62,46%,1.49,75%,1.06,60%,81%,0.7
Takanori,Gomi,1978,3.81,41%,3.52,60%,1.23,65%,63%,0.8
Silvana,Juarez,1984,4.26,32%,4.04,61%,0,0%,30%,0
Edson,Gomez,1991,2.66,32%,8.78,45%,0,0%,0%,0
Joey,Gomez,1989,3.73,49%,3.33,50%,2,28%,0%,0
Luis,Gomez,1995,1.57,33%,4.03,55%,4.48,50%,33%,0
Joey,Gomez,1986,2.44,28%,4.46,55%,0.62,100%,50%,0
Ulysses,Gomez,1983,2.72,25%,3.57,68%,0,0%,0%,0
David,Gomez,1983,0,0%,0,0%,0,0%,0%,0
Alan,Gomez,,0,0%,0,0%,0,0%,0%,0
Frank,Gomez,1986,1.52,48%,0.79,66%,1.14,60%,70%,0.8
Sergio,Gomez,1982,1.5,42%,1.16,56%,2.57,66%,31%,0
Denise,Gomes,1999,4.81,48%,3.66,49%,1.13,33%,47%,0.8
Marcelo,Golm,1992,4.27,58%,4.3,45%,0.45,50%,87%,0.5
Hannah,Goldy,1992,5.19,47%,4.67,50%,0.66,12%,54%,0.2
Jonny,Goh,,0,0%,0,0%,0,0%,0%,0
Amiran,Gogoladze,1997,1.64,66%,0.82,0%,0,0%,0%,0
Billy,Goff,1998,10.22,46%,4.3,64%,4.04,40%,100%,0
Allan,Goes,1971,0.64,52%,1.35,41%,1.75,40%,0%,2.6
Jason,Godsey,,0,0%,0,0%,0,0%,0%,0
Loopy,Godinez,1993,4.31,49%,3.76,62%,3.39,46%,86%,1.1
Clint,Godfrey,1982,0.57,31%,0.96,65%,0.85,25%,50%,0
Mark,Godbeer,1983,3.97,53%,3.3,54%,0,0%,28%,0
Ricky,Glenn,1989,3.94,43%,4.1,51%,0.55,13%,68%,0.4
Mike,Glenn,1977,0,0%,0,0%,0,0%,0%,0
Jason,Glaza,,4.34,54%,0.43,40%,4.34,100%,0%,4.3
Brandon,Girtz,1985,2.5,60%,1.92,47%,5.76,100%,100%,0
Israel,Giron,1974,0,0%,0,0%,0,0%,0%,0
He-Man,Gipson,,0,0%,0,0%,0,0%,0%,0
Billy,Giovanella,1985,1.27,40%,2.02,52%,0.87,12%,100%,1.7
Demetrius,Gioulacos,,0,0%,0,0%,0,0%,0%,0
